"Time (CET)","Day-ahead Total Load Forecast [MW] - Germany (DE)","Actual Total Load [MW] - Germany (DE)"
"18.12.2016 02:30 - 18.12.2016 02:45","40988","42624"
"18.12.2016 02:45 - 18.12.2016 03:00","40858","42384"
"18.12.2016 03:00 - 18.12.2016 03:15","40868","42325"
"18.12.2016 03:15 - 18.12.2016 03:30","40646","42300"
"18.12.2016 03:30 - 18.12.2016 03:45","40669","42212"
"18.12.2016 03:45 - 18.12.2016 04:00","40662","42179"
"18.12.2016 04:00 - 18.12.2016 04:15","40833","42098"
"18.12.2016 04:15 - 18.12.2016 04:30","40640","42278"
"18.12.2016 04:30 - 18.12.2016 04:45","40686","42320"
"18.12.2016 04:45 - 18.12.2016 05:00","40905","42497"
"18.12.2016 05:00 - 18.12.2016 05:15","41001","42635"
"18.12.2016 05:15 - 18.12.2016 05:30","40550","41924"
"18.12.2016 05:30 - 18.12.2016 05:45","40515","41999"
"18.12.2016 05:45 - 18.12.2016 06:00","40318","42013"
"18.12.2016 06:00 - 18.12.2016 06:15","39898","41454"
"18.12.2016 06:15 - 18.12.2016 06:30","40462","41519"
"18.12.2016 06:30 - 18.12.2016 06:45","40783","41909"
"18.12.2016 06:45 - 18.12.2016 07:00","41224","42152"
"18.12.2016 07:00 - 18.12.2016 07:15","41991","42449"
"18.12.2016 07:15 - 18.12.2016 07:30","42738","42938"
"18.12.2016 07:30 - 18.12.2016 07:45","43654","43594"
"18.12.2016 07:45 - 18.12.2016 08:00","44756","44589"
"18.12.2016 08:00 - 18.12.2016 08:15","45764","45613"
"18.12.2016 08:15 - 18.12.2016 08:30","46632","46339"
"18.12.2016 08:30 - 18.12.2016 08:45","47392","47208"
"18.12.2016 08:45 - 18.12.2016 09:00","47973","48125"
"18.12.2016 09:00 - 18.12.2016 09:15","48953","48957"
"18.12.2016 09:15 - 18.12.2016 09:30","49978","49806"
"18.12.2016 09:30 - 18.12.2016 09:45","50470","50556"
"18.12.2016 09:45 - 18.12.2016 10:00","51118","51444"
"18.12.2016 10:00 - 18.12.2016 10:15","51824","52074"
"18.12.2016 10:15 - 18.12.2016 10:30","52341","53038"
"18.12.2016 10:30 - 18.12.2016 10:45","52804","53909"
"18.12.2016 10:45 - 18.12.2016 11:00","53369","54763"
"18.12.2016 11:00 - 18.12.2016 11:15","53870","55437"
"18.12.2016 11:15 - 18.12.2016 11:30","54741","56224"
"18.12.2016 11:30 - 18.12.2016 11:45","55220","57049"
"18.12.2016 11:45 - 18.12.2016 12:00","54707","56838"
"18.12.2016 12:00 - 18.12.2016 12:15","54723","57014"
"18.12.2016 12:15 - 18.12.2016 12:30","54785","56739"
"18.12.2016 12:30 - 18.12.2016 12:45","54153","56535"
"18.12.2016 12:45 - 18.12.2016 13:00","53587","55942"
"18.12.2016 13:00 - 18.12.2016 13:15","52993","55307"
"18.12.2016 13:15 - 18.12.2016 13:30","52846","54286"
"18.12.2016 13:30 - 18.12.2016 13:45","52595","54017"
"18.12.2016 13:45 - 18.12.2016 14:00","51622","53227"
"18.12.2016 14:00 - 18.12.2016 14:15","51045","53268"
"18.12.2016 14:15 - 18.12.2016 14:30","50737","52831"
"18.12.2016 14:30 - 18.12.2016 14:45","50621","52336"
"18.12.2016 14:45 - 18.12.2016 15:00","50565","52358"
"18.12.2016 15:00 - 18.12.2016 15:15","50776","52543"
"18.12.2016 15:15 - 18.12.2016 15:30","50546","52473"
"18.12.2016 15:30 - 18.12.2016 15:45","50480","52612"
"18.12.2016 15:45 - 18.12.2016 16:00","50711","52757"
"18.12.2016 16:00 - 18.12.2016 16:15","51223","53213"
"18.12.2016 16:15 - 18.12.2016 16:30","51889","54027"
"18.12.2016 16:30 - 18.12.2016 16:45","52934","54812"
"18.12.2016 16:45 - 18.12.2016 17:00","53617","56045"
"18.12.2016 17:00 - 18.12.2016 17:15","54847","56865"
"18.12.2016 17:15 - 18.12.2016 17:30","55445","57202"
"18.12.2016 17:30 - 18.12.2016 17:45","56110","57537"
"18.12.2016 17:45 - 18.12.2016 18:00","56056","57503"
"18.12.2016 18:00 - 18.12.2016 18:15","56462","57876"
"18.12.2016 18:15 - 18.12.2016 18:30","56751","57994"
"18.12.2016 18:30 - 18.12.2016 18:45","56657","57767"
"18.12.2016 18:45 - 18.12.2016 19:00","56512","57533"
"18.12.2016 19:00 - 18.12.2016 19:15","56038","57085"
"18.12.2016 19:15 - 18.12.2016 19:30","55789","56932"
"18.12.2016 19:30 - 18.12.2016 19:45","55445","56498"
"18.12.2016 19:45 - 18.12.2016 20:00","54531","56161"
"18.12.2016 20:00 - 18.12.2016 20:15","54284","55604"
"18.12.2016 20:15 - 18.12.2016 20:30","53757","54730"
"18.12.2016 20:30 - 18.12.2016 20:45","52565","53877"
"18.12.2016 20:45 - 18.12.2016 21:00","52244","53021"
"18.12.2016 21:00 - 18.12.2016 21:15","51631","52655"
"18.12.2016 21:15 - 18.12.2016 21:30","51616","52496"
"18.12.2016 21:30 - 18.12.2016 21:45","51501","52104"
"18.12.2016 21:45 - 18.12.2016 22:00","51829","52327"
"18.12.2016 22:00 - 18.12.2016 22:15","52465","53002"
"18.12.2016 22:15 - 18.12.2016 22:30","52001","53132"
"18.12.2016 22:30 - 18.12.2016 22:45","51050","52154"
"18.12.2016 22:45 - 18.12.2016 23:00","49908","51159"
"18.12.2016 23:00 - 18.12.2016 23:15","48779","50420"
"18.12.2016 23:15 - 18.12.2016 23:30","47828","49811"
"18.12.2016 23:30 - 18.12.2016 23:45","46944","48799"
"18.12.2016 23:45 - 19.12.2016 00:00","46186","48052"
"19.12.2016 00:00 - 19.12.2016 00:15","46697","47291"
"19.12.2016 00:15 - 19.12.2016 00:30","46164","46477"
"19.12.2016 00:30 - 19.12.2016 00:45","45568","45804"
"19.12.2016 00:45 - 19.12.2016 01:00","44995","45320"
"19.12.2016 01:00 - 19.12.2016 01:15","44529","45080"
"19.12.2016 01:15 - 19.12.2016 01:30","44118","44834"
"19.12.2016 01:30 - 19.12.2016 01:45","43762","44428"
"19.12.2016 01:45 - 19.12.2016 02:00","43581","44167"
"19.12.2016 02:00 - 19.12.2016 02:15","43443","44320"
"19.12.2016 02:15 - 19.12.2016 02:30","43220","44316"
"19.12.2016 02:30 - 19.12.2016 02:45","43307","44447"
"19.12.2016 02:45 - 19.12.2016 03:00","43412","44514"
"19.12.2016 03:00 - 19.12.2016 03:15","43584","44707"
"19.12.2016 03:15 - 19.12.2016 03:30","43400","44785"
"19.12.2016 03:30 - 19.12.2016 03:45","43708","45019"
"19.12.2016 03:45 - 19.12.2016 04:00","43970","45182"
"19.12.2016 04:00 - 19.12.2016 04:15","44615","45630"
"19.12.2016 04:15 - 19.12.2016 04:30","45019","46396"
"19.12.2016 04:30 - 19.12.2016 04:45","45434","46801"
"19.12.2016 04:45 - 19.12.2016 05:00","45950","47578"
"19.12.2016 05:00 - 19.12.2016 05:15","47260","48890"
"19.12.2016 05:15 - 19.12.2016 05:30","47801","49242"
"19.12.2016 05:30 - 19.12.2016 05:45","48949","50547"
"19.12.2016 05:45 - 19.12.2016 06:00","50537","52341"
"19.12.2016 06:00 - 19.12.2016 06:15","53294","54934"
"19.12.2016 06:15 - 19.12.2016 06:30","55884","57486"
"19.12.2016 06:30 - 19.12.2016 06:45","57965","59575"
"19.12.2016 06:45 - 19.12.2016 07:00","59739","61784"
"19.12.2016 07:00 - 19.12.2016 07:15","62057","64236"
"19.12.2016 07:15 - 19.12.2016 07:30","63193","65595"
"19.12.2016 07:30 - 19.12.2016 07:45","64446","67242"
"19.12.2016 07:45 - 19.12.2016 08:00","65350","68352"
"19.12.2016 08:00 - 19.12.2016 08:15","66582","68998"
"19.12.2016 08:15 - 19.12.2016 08:30","66382","69139"
"19.12.2016 08:30 - 19.12.2016 08:45","66691","69484"
"19.12.2016 08:45 - 19.12.2016 09:00","66652","69544"
"19.12.2016 09:00 - 19.12.2016 09:15","66281","69268"
"19.12.2016 09:15 - 19.12.2016 09:30","66655","69423"
"19.12.2016 09:30 - 19.12.2016 09:45","66842","69468"
"19.12.2016 09:45 - 19.12.2016 10:00","67113","69672"
"19.12.2016 10:00 - 19.12.2016 10:15","67288","69741"
"19.12.2016 10:15 - 19.12.2016 10:30","67403","69910"
"19.12.2016 10:30 - 19.12.2016 10:45","67725","70168"
"19.12.2016 10:45 - 19.12.2016 11:00","67979","70288"
"19.12.2016 11:00 - 19.12.2016 11:15","68137","70384"
"19.12.2016 11:15 - 19.12.2016 11:30","68255","70691"
"19.12.2016 11:30 - 19.12.2016 11:45","68615","70984"
"19.12.2016 11:45 - 19.12.2016 12:00","68892","70632"
"19.12.2016 12:00 - 19.12.2016 12:15","68072","70326"
"19.12.2016 12:15 - 19.12.2016 12:30","67841","70431"
"19.12.2016 12:30 - 19.12.2016 12:45","67651","70521"
"19.12.2016 12:45 - 19.12.2016 13:00","67526","70294"
"19.12.2016 13:00 - 19.12.2016 13:15","67464","70486"
"19.12.2016 13:15 - 19.12.2016 13:30","67031","70244"
"19.12.2016 13:30 - 19.12.2016 13:45","66719","69838"
"19.12.2016 13:45 - 19.12.2016 14:00","66361","69281"
"19.12.2016 14:00 - 19.12.2016 14:15","65941","68909"
"19.12.2016 14:15 - 19.12.2016 14:30","65707","68801"
"19.12.2016 14:30 - 19.12.2016 14:45","65480","68690"
"19.12.2016 14:45 - 19.12.2016 15:00","64942","68485"
"19.12.2016 15:00 - 19.12.2016 15:15","63546","68595"
"19.12.2016 15:15 - 19.12.2016 15:30","65110","68418"
"19.12.2016 15:30 - 19.12.2016 15:45","65076","68309"
"19.12.2016 15:45 - 19.12.2016 16:00","65013","67904"
"19.12.2016 16:00 - 19.12.2016 16:15","65381","68014"
"19.12.2016 16:15 - 19.12.2016 16:30","64618","68630"
"19.12.2016 16:30 - 19.12.2016 16:45","63036","69392"
"19.12.2016 16:45 - 19.12.2016 17:00","63914","70402"
"19.12.2016 17:00 - 19.12.2016 17:15","64654","70835"
"19.12.2016 17:15 - 19.12.2016 17:30","65116","71228"
"19.12.2016 17:30 - 19.12.2016 17:45","65177","71214"
"19.12.2016 17:45 - 19.12.2016 18:00","64989","71051"
"19.12.2016 18:00 - 19.12.2016 18:15","65046","70883"
"19.12.2016 18:15 - 19.12.2016 18:30","64881","70507"
"19.12.2016 18:30 - 19.12.2016 18:45","64915","70316"
"19.12.2016 18:45 - 19.12.2016 19:00","64805","70339"
"19.12.2016 19:00 - 19.12.2016 19:15","64453","70105"
"19.12.2016 19:15 - 19.12.2016 19:30","63886","69426"
"19.12.2016 19:30 - 19.12.2016 19:45","63544","68727"
"19.12.2016 19:45 - 19.12.2016 20:00","63225","68100"
"19.12.2016 20:00 - 19.12.2016 20:15","62316","66904"
"19.12.2016 20:15 - 19.12.2016 20:30","61686","65655"
"19.12.2016 20:30 - 19.12.2016 20:45","60957","64437"
"19.12.2016 20:45 - 19.12.2016 21:00","60484","63562"
"19.12.2016 21:00 - 19.12.2016 21:15","60151","62947"
"19.12.2016 21:15 - 19.12.2016 21:30","59637","62205"
"19.12.2016 21:30 - 19.12.2016 21:45","59649","61482"
"19.12.2016 21:45 - 19.12.2016 22:00","58444","60870"
"19.12.2016 22:00 - 19.12.2016 22:15","58119","60721"
"19.12.2016 22:15 - 19.12.2016 22:30","57250","60026"
"19.12.2016 22:30 - 19.12.2016 22:45","56145","58871"
"19.12.2016 22:45 - 19.12.2016 23:00","54835","57728"
"19.12.2016 23:00 - 19.12.2016 23:15","53375","56392"
"19.12.2016 23:15 - 19.12.2016 23:30","52213","55467"
"19.12.2016 23:30 - 19.12.2016 23:45","51318","54596"
"19.12.2016 23:45 - 20.12.2016 00:00","50386","53504"
"20.12.2016 00:00 - 20.12.2016 00:15","49789","52583"
"20.12.2016 00:15 - 20.12.2016 00:30","49154","51731"
"20.12.2016 00:30 - 20.12.2016 00:45","48438","51069"
"20.12.2016 00:45 - 20.12.2016 01:00","47752","50623"
"20.12.2016 01:00 - 20.12.2016 01:15","47150","50280"
"20.12.2016 01:15 - 20.12.2016 01:30","46746","50004"
"20.12.2016 01:30 - 20.12.2016 01:45","46295","49586"
"20.12.2016 01:45 - 20.12.2016 02:00","46083","49612"
"20.12.2016 02:00 - 20.12.2016 02:15","45805","49183"
"20.12.2016 02:15 - 20.12.2016 02:30","45653","49182"
"20.12.2016 02:30 - 20.12.2016 02:45","45663","49131"
"20.12.2016 02:45 - 20.12.2016 03:00","45824","49102"
"20.12.2016 03:00 - 20.12.2016 03:15","45932","49122"
"20.12.2016 03:15 - 20.12.2016 03:30","45977","49052"
"20.12.2016 03:30 - 20.12.2016 03:45","46091","49217"
"20.12.2016 03:45 - 20.12.2016 04:00","46329","49475"
"20.12.2016 04:00 - 20.12.2016 04:15","46754","49768"
"20.12.2016 04:15 - 20.12.2016 04:30","47116","50265"
"20.12.2016 04:30 - 20.12.2016 04:45","47267","50656"
"20.12.2016 04:45 - 20.12.2016 05:00","47958","51420"
"20.12.2016 05:00 - 20.12.2016 05:15","48798","52230"
"20.12.2016 05:15 - 20.12.2016 05:30","49380","53077"
"20.12.2016 05:30 - 20.12.2016 05:45","50291","53729"
"20.12.2016 05:45 - 20.12.2016 06:00","51484","54895"
"20.12.2016 06:00 - 20.12.2016 06:15","53898","57154"
"20.12.2016 06:15 - 20.12.2016 06:30","56230","59384"
"20.12.2016 06:30 - 20.12.2016 06:45","58263","61208"
"20.12.2016 06:45 - 20.12.2016 07:00","60092","63736"
"20.12.2016 07:00 - 20.12.2016 07:15","62018","65762"
"20.12.2016 07:15 - 20.12.2016 07:30","63719","67069"
"20.12.2016 07:30 - 20.12.2016 07:45","64893","68162"
"20.12.2016 07:45 - 20.12.2016 08:00","65693","69165"
"20.12.2016 08:00 - 20.12.2016 08:15","66504","69863"
"20.12.2016 08:15 - 20.12.2016 08:30","66392","69752"
"20.12.2016 08:30 - 20.12.2016 08:45","66549","69940"
"20.12.2016 08:45 - 20.12.2016 09:00","66376","69836"
"20.12.2016 09:00 - 20.12.2016 09:15","65924","69242"
"20.12.2016 09:15 - 20.12.2016 09:30","66014","69274"
"20.12.2016 09:30 - 20.12.2016 09:45","66199","69703"
"20.12.2016 09:45 - 20.12.2016 10:00","66425","69864"
"20.12.2016 10:00 - 20.12.2016 10:15","66554","70277"
"20.12.2016 10:15 - 20.12.2016 10:30","66731","70396"
"20.12.2016 10:30 - 20.12.2016 10:45","66860","70484"
"20.12.2016 10:45 - 20.12.2016 11:00","67077","70494"
"20.12.2016 11:00 - 20.12.2016 11:15","67130","70314"
"20.12.2016 11:15 - 20.12.2016 11:30","67297","70737"
"20.12.2016 11:30 - 20.12.2016 11:45","67788","70625"
"20.12.2016 11:45 - 20.12.2016 12:00","67566","70623"
"20.12.2016 12:00 - 20.12.2016 12:15","67362","70057"
"20.12.2016 12:15 - 20.12.2016 12:30","67258","69998"
"20.12.2016 12:30 - 20.12.2016 12:45","66895","69800"
"20.12.2016 12:45 - 20.12.2016 13:00","67142","69646"
"20.12.2016 13:00 - 20.12.2016 13:15","66898","69563"
"20.12.2016 13:15 - 20.12.2016 13:30","66781","69538"
"20.12.2016 13:30 - 20.12.2016 13:45","66394","69316"
"20.12.2016 13:45 - 20.12.2016 14:00","65840","68693"
"20.12.2016 14:00 - 20.12.2016 14:15","65207","68508"
"20.12.2016 14:15 - 20.12.2016 14:30","65208","68473"
"20.12.2016 14:30 - 20.12.2016 14:45","65240","68227"
"20.12.2016 14:45 - 20.12.2016 15:00","64991","68089"
"20.12.2016 15:00 - 20.12.2016 15:15","64735","68121"
"20.12.2016 15:15 - 20.12.2016 15:30","64749","68042"
"20.12.2016 15:30 - 20.12.2016 15:45","64806","67985"
"20.12.2016 15:45 - 20.12.2016 16:00","64587","67647"
"20.12.2016 16:00 - 20.12.2016 16:15","64987","68080"
"20.12.2016 16:15 - 20.12.2016 16:30","64986","69128"
"20.12.2016 16:30 - 20.12.2016 16:45","65534","70199"
"20.12.2016 16:45 - 20.12.2016 17:00","66886","71084"
"20.12.2016 17:00 - 20.12.2016 17:15","67799","71668"
"20.12.2016 17:15 - 20.12.2016 17:30","68006","71882"
"20.12.2016 17:30 - 20.12.2016 17:45","68203","72105"
"20.12.2016 17:45 - 20.12.2016 18:00","67973","71751"
"20.12.2016 18:00 - 20.12.2016 18:15","67651","71020"
"20.12.2016 18:15 - 20.12.2016 18:30","67495","70999"
"20.12.2016 18:30 - 20.12.2016 18:45","67405","70897"
"20.12.2016 18:45 - 20.12.2016 19:00","67337","70721"
"20.12.2016 19:00 - 20.12.2016 19:15","66843","70339"
"20.12.2016 19:15 - 20.12.2016 19:30","66166","69833"
"20.12.2016 19:30 - 20.12.2016 19:45","65640","69101"
"20.12.2016 19:45 - 20.12.2016 20:00","65003","68619"
"20.12.2016 20:00 - 20.12.2016 20:15","63904","67319"
"20.12.2016 20:15 - 20.12.2016 20:30","62558","66021"
"20.12.2016 20:30 - 20.12.2016 20:45","61538","64880"
"20.12.2016 20:45 - 20.12.2016 21:00","60701","64139"
"20.12.2016 21:00 - 20.12.2016 21:15","60033","63289"
"20.12.2016 21:15 - 20.12.2016 21:30","59512","62512"
"20.12.2016 21:30 - 20.12.2016 21:45","58884","61703"
"20.12.2016 21:45 - 20.12.2016 22:00","58243","60680"
"20.12.2016 22:00 - 20.12.2016 22:15","58078","60562"
"20.12.2016 22:15 - 20.12.2016 22:30","57427","60049"
"20.12.2016 22:30 - 20.12.2016 22:45","56206","58838"
"20.12.2016 22:45 - 20.12.2016 23:00","54851","57664"
"20.12.2016 23:00 - 20.12.2016 23:15","53284","56641"
"20.12.2016 23:15 - 20.12.2016 23:30","52250","55874"
"20.12.2016 23:30 - 20.12.2016 23:45","51253","55009"
"20.12.2016 23:45 - 21.12.2016 00:00","50424","54491"
"21.12.2016 00:00 - 21.12.2016 00:15","48673","53065"
"21.12.2016 00:15 - 21.12.2016 00:30","47953","52357"
"21.12.2016 00:30 - 21.12.2016 00:45","47373","51989"
"21.12.2016 00:45 - 21.12.2016 01:00","46656","51254"
"21.12.2016 01:00 - 21.12.2016 01:15","45983","50724"
"21.12.2016 01:15 - 21.12.2016 01:30","45596","50137"
"21.12.2016 01:30 - 21.12.2016 01:45","45303","49748"
"21.12.2016 01:45 - 21.12.2016 02:00","45015","49465"
"21.12.2016 02:00 - 21.12.2016 02:15","44828","49074"
"21.12.2016 02:15 - 21.12.2016 02:30","44513","48773"
"21.12.2016 02:30 - 21.12.2016 02:45","44655","48615"
"21.12.2016 02:45 - 21.12.2016 03:00","44700","48453"
"21.12.2016 03:00 - 21.12.2016 03:15","44831","48565"
"21.12.2016 03:15 - 21.12.2016 03:30","44822","48573"
"21.12.2016 03:30 - 21.12.2016 03:45","44879","48644"
"21.12.2016 03:45 - 21.12.2016 04:00","45094","48721"
"21.12.2016 04:00 - 21.12.2016 04:15","45549","49254"
"21.12.2016 04:15 - 21.12.2016 04:30","45772","49472"
"21.12.2016 04:30 - 21.12.2016 04:45","46124","49784"
"21.12.2016 04:45 - 21.12.2016 05:00","46815","50139"
"21.12.2016 05:00 - 21.12.2016 05:15","47781","51154"
"21.12.2016 05:15 - 21.12.2016 05:30","48207","51608"
"21.12.2016 05:30 - 21.12.2016 05:45","49273","52510"
"21.12.2016 05:45 - 21.12.2016 06:00","50541","54088"
"21.12.2016 06:00 - 21.12.2016 06:15","52530","56433"
"21.12.2016 06:15 - 21.12.2016 06:30","54850","59055"
"21.12.2016 06:30 - 21.12.2016 06:45","56606","60971"
"21.12.2016 06:45 - 21.12.2016 07:00","58081","62924"
"21.12.2016 07:00 - 21.12.2016 07:15","59730","65014"
"21.12.2016 07:15 - 21.12.2016 07:30","60519","66383"
"21.12.2016 07:30 - 21.12.2016 07:45","61681","67773"
"21.12.2016 07:45 - 21.12.2016 08:00","62578","68852"
"21.12.2016 08:00 - 21.12.2016 08:15","63108","69883"
"21.12.2016 08:15 - 21.12.2016 08:30","63554","69885"
"21.12.2016 08:30 - 21.12.2016 08:45","63757","70147"
"21.12.2016 08:45 - 21.12.2016 09:00","63782","70283"
"21.12.2016 09:00 - 21.12.2016 09:15","63705","69983"
"21.12.2016 09:15 - 21.12.2016 09:30","63763","70025"
"21.12.2016 09:30 - 21.12.2016 09:45","64162","70237"
"21.12.2016 09:45 - 21.12.2016 10:00","64632","70465"
"21.12.2016 10:00 - 21.12.2016 10:15","64836","70536"
"21.12.2016 10:15 - 21.12.2016 10:30","65250","70506"
"21.12.2016 10:30 - 21.12.2016 10:45","65210","70730"
"21.12.2016 10:45 - 21.12.2016 11:00","65259","70710"
"21.12.2016 11:00 - 21.12.2016 11:15","65446","70651"
"21.12.2016 11:15 - 21.12.2016 11:30","65574","70789"
"21.12.2016 11:30 - 21.12.2016 11:45","65873","70915"
"21.12.2016 11:45 - 21.12.2016 12:00","65586","70869"
"21.12.2016 12:00 - 21.12.2016 12:15","65134","70362"
"21.12.2016 12:15 - 21.12.2016 12:30","65274","70301"
"21.12.2016 12:30 - 21.12.2016 12:45","64972","70238"
"21.12.2016 12:45 - 21.12.2016 13:00","65125","70115"
"21.12.2016 13:00 - 21.12.2016 13:15","65305","69930"
"21.12.2016 13:15 - 21.12.2016 13:30","64910","69667"
"21.12.2016 13:30 - 21.12.2016 13:45","64548","69404"
"21.12.2016 13:45 - 21.12.2016 14:00","64190","69048"
"21.12.2016 14:00 - 21.12.2016 14:15","63674","68678"
"21.12.2016 14:15 - 21.12.2016 14:30","63491","68380"
"21.12.2016 14:30 - 21.12.2016 14:45","63414","68176"
"21.12.2016 14:45 - 21.12.2016 15:00","63462","67452"
"21.12.2016 15:00 - 21.12.2016 15:15","63358","67656"
"21.12.2016 15:15 - 21.12.2016 15:30","63118","67405"
"21.12.2016 15:30 - 21.12.2016 15:45","63130","67249"
"21.12.2016 15:45 - 21.12.2016 16:00","63148","67333"
"21.12.2016 16:00 - 21.12.2016 16:15","63538","67805"
"21.12.2016 16:15 - 21.12.2016 16:30","63513","68430"
"21.12.2016 16:30 - 21.12.2016 16:45","64006","69415"
"21.12.2016 16:45 - 21.12.2016 17:00","65461","70497"
"21.12.2016 17:00 - 21.12.2016 17:15","66352","71410"
"21.12.2016 17:15 - 21.12.2016 17:30","66694","71604"
"21.12.2016 17:30 - 21.12.2016 17:45","66906","71644"
"21.12.2016 17:45 - 21.12.2016 18:00","66734","71457"
"21.12.2016 18:00 - 21.12.2016 18:15","66500","70827"
"21.12.2016 18:15 - 21.12.2016 18:30","66144","70634"
"21.12.2016 18:30 - 21.12.2016 18:45","65894","70588"
"21.12.2016 18:45 - 21.12.2016 19:00","65900","70440"
"21.12.2016 19:00 - 21.12.2016 19:15","65493","69993"
"21.12.2016 19:15 - 21.12.2016 19:30","64765","69559"
"21.12.2016 19:30 - 21.12.2016 19:45","64207","68893"
"21.12.2016 19:45 - 21.12.2016 20:00","63599","68185"
"21.12.2016 20:00 - 21.12.2016 20:15","62577","66535"
"21.12.2016 20:15 - 21.12.2016 20:30","61248","65383"
"21.12.2016 20:30 - 21.12.2016 20:45","60121","64213"
"21.12.2016 20:45 - 21.12.2016 21:00","59478","63479"
"21.12.2016 21:00 - 21.12.2016 21:15","58720","62738"
"21.12.2016 21:15 - 21.12.2016 21:30","58241","62176"
"21.12.2016 21:30 - 21.12.2016 21:45","57647","61505"
"21.12.2016 21:45 - 21.12.2016 22:00","57148","60621"
"21.12.2016 22:00 - 21.12.2016 22:15","57192","60908"
"21.12.2016 22:15 - 21.12.2016 22:30","56706","60184"
"21.12.2016 22:30 - 21.12.2016 22:45","55434","58849"
"21.12.2016 22:45 - 21.12.2016 23:00","54124","57899"
"21.12.2016 23:00 - 21.12.2016 23:15","52693","56477"
"21.12.2016 23:15 - 21.12.2016 23:30","51618","55332"
"21.12.2016 23:30 - 21.12.2016 23:45","50450","54175"
"21.12.2016 23:45 - 22.12.2016 00:00","49699","53038"
"22.12.2016 00:00 - 22.12.2016 00:15","49914","52035"
"22.12.2016 00:15 - 22.12.2016 00:30","49117","51392"
"22.12.2016 00:30 - 22.12.2016 00:45","48380","50889"
"22.12.2016 00:45 - 22.12.2016 01:00","47837","49930"
"22.12.2016 01:00 - 22.12.2016 01:15","47237","49099"
"22.12.2016 01:15 - 22.12.2016 01:30","46699","48613"
"22.12.2016 01:30 - 22.12.2016 01:45","46422","48165"
"22.12.2016 01:45 - 22.12.2016 02:00","46213","47597"
"22.12.2016 02:00 - 22.12.2016 02:15","45879","47525"
"22.12.2016 02:15 - 22.12.2016 02:30","45798","47415"
"22.12.2016 02:30 - 22.12.2016 02:45","45776","47598"
"22.12.2016 02:45 - 22.12.2016 03:00","45728","47408"
"22.12.2016 03:00 - 22.12.2016 03:15","45846","47357"
"22.12.2016 03:15 - 22.12.2016 03:30","45860","47411"
"22.12.2016 03:30 - 22.12.2016 03:45","45806","47514"
"22.12.2016 03:45 - 22.12.2016 04:00","45952","47899"
"22.12.2016 04:00 - 22.12.2016 04:15","46510","48116"
"22.12.2016 04:15 - 22.12.2016 04:30","46688","48658"
"22.12.2016 04:30 - 22.12.2016 04:45","46975","48976"
"22.12.2016 04:45 - 22.12.2016 05:00","47458","49536"
"22.12.2016 05:00 - 22.12.2016 05:15","48354","50361"
"22.12.2016 05:15 - 22.12.2016 05:30","48834","51049"
"22.12.2016 05:30 - 22.12.2016 05:45","49763","51679"
"22.12.2016 05:45 - 22.12.2016 06:00","50883","52747"
"22.12.2016 06:00 - 22.12.2016 06:15","52902","54758"
